﻿﻿編號,﻿﻿後台景點編號,機關代碼,名稱,介紹內容,開放時間,郵遞區號,縣市,縣市別代碼,鄉鎮,地址,管理單位,電話,地理座標（緯度）,地理座標（經度）,停留時間,門票/收費,旅遊叮嚀,行車資訊,大眾運輸,停車資訊,官方網站,粉絲專頁,谷歌地點ID,服務設施,主題分類,認證分類,觀光局資訊標準格式分類
"246","1354","387300000H","筏子溪自行車道","「筏子溪」溪名的由來，是因為早期該溪景象優美，經常有人在溪岸邊垂釣，並以竹筏作為水上往來的交通工具，所以稱之為筏子溪。 自行車道沿途可觀察到多種類的留鳥、冬侯鳥與多種類淡水魚，仔細觀察還可以尋找到棲息於筏子溪的水生昆蟲和多元的兩棲類動物，讓民眾親近筏子溪寶貴的自然資源，並在享受舒適的自行車騎乘空間中，喚起自身對生態環境的重視。此路段騎乘至終點處，可銜接至中科自行車道中段。","","407","臺中市","66000","西屯區","筏子溪自行車道","","","24.18379","120.62938","0.5-1小時","","","","","","","","ChIJgwGNTwMWaTQREuFbhq_S_Rw","停車場、步道、公車站","自行車道","",""
"247","1359","387300000H","永豐六分線自行車道","全長約17.8公里。主要騎乘於外埔區鄉間小路，氣氛悠閒，適合全家慢遊騎乘。搭乘火車來到懷舊山線的臺中后里火車站，租台自行車，不論是賞花、騎馬，體驗薩克斯風及舊山線鐵道文化，都能讓這趟單車旅行深刻難忘。","","438","臺中市","66000","外埔區","永豐六分線自行車道","","","24.33482","120.70022","4-4.5小時","","","","","","","","","","自行車道","",""
"248","1360","387300000H","頭汴坑酒桶山自行車道","全長約11.7公里。位於頭汴坑「酒桶山風景區」，為利用原有的產業道路闢建而成的山區自行車道，地勢位處低海拔山區，沿途行經天圓彌勒院、仙女橋、石頭公、仙女瀑布、樟湖農路、自強農路等地區，可盡情享受沐浴在山林景致中的暢快感，此車道屬於挑戰型及越野型的自行車道，適合體能較佳的民眾。本車道亦可接136市道，為許多想挑戰爬坡，登上136市道臺中段終點＂赤坎頂＂的車友必騎鍛鍊路線。此車道非自行車專用道，路線起伏不斷，且有多處急彎及連續彎道，部分路段較為狹小，請車友多加注意安全。","","411","臺中市","66000","太平區","頭汴坑酒桶山自行車道","","","24.12081","120.75394","3-3.5小時","","","","","","","","","","自行車道","",""
"249","1379","387300000H","臺中市濱海自行車道ˍ大安段","全長約9公里。 位於大安區濱海之自行車道，沿途欣賞海岸風光及濕地生態，寓教於樂，適合親子同遊。","","439","臺中市","66000","大安區","臺中市濱海自行車道－大安段","","","24.39923","120.59934","2-2.5小時","","","","","","","","ChIJhYbOyTUMaTQRTDSrS9qkVQo","","自行車道","",""
"250","1380","387300000H","頭汴坑溪自行車道","全長約11公里。頭汴坑溪自行車道位於太平區和大里區交界處，介於太平一江橋和大里立仁橋之間，兩岸河堤皆規劃有自行車專用道，來回約11公里，高低起伏小，適合閣家騎乘，享受愜意的親子時間。車道至一江橋盡頭，可接挑戰型的頭汴坑酒桶山自行車道或136市道上赤崁頂。","","411","臺中市","66000","太平區","頭汴坑溪自行車道","","","24.13276","120.73573","2-2.5小時","","","","","","","","","","自行車道","",""
"251","1385","387300000H","龍井堤防自行車道","東起本區與大肚區交接處，西至臺中火力發電廠東側，全長約5.3 公里，平均路面寬 4 公尺。車道兩側除設置造型護欄，維護民眾騎乘安全外，因堤頂視野寬廣，沿線設置觀景台、休憩涼椅及栽植蔽蔭樹木等，為設施相當完善的綠廊道。車道結合周邊景觀設施，沿途依序有享譽全台的金蘭西瓜園區、高灘地整治而成的健康步道及籃球場、銀髮族常於此舉辦球賽的河濱槌球運動場、河濱公園、潮間帶浮游生物帶來豐富漁獲的麗水漁港、賞鳥區及歷史悠久的福順宮等，為親子踏青攬勝的絕佳去處。","","434","臺中市","66000","龍井區","中華路2段15號","","","24.19428","120.5352","1.5-2小時","","","","","","","","ChIJ04TolP0_aTQRmwy17XHOnj8","","自行車道","",""
"252","1397","387300000H","草湖溪自行車道","草湖溪自行車道，不但人車分道，還有景觀燈、休憩座椅等設施，以愛心拱門為其特色，民眾可沿途欣賞草湖溪多變的河岸景觀，是民眾騎車的好所在！美群彩繪梅花鹿巷隱身於美群路巷弄中，民居及車道一帶水泥牆上施以色彩繽紛的童趣梅花鹿插畫。","","412","臺中市","66000","大里區","草湖溪美群橋至草湖溪銀聯","","","24.08203","120.70911","1-1.5小時","","","","","","","","ChIJObUHy7I8aTQRo8aBCV0xWok","","自行車道","",""
"253","1398","387300000H","山線自行車道(專用道路段)","本段自行車道為臺中市山線自行車遊憩系統之建構，以整合既有自行車道路線、銜接路線斷點為主要目標，起點從大峰橋至終點立善橋，長度約5公里，且因本段緊鄰大里溪及烏溪區段，有豐富的遊憩田園風情與河堤景色形成良好的自行車專用道條件。山線自行車道依山傍水，是一條擁有景觀美質、色彩變化及放鬆身心靈的活動路廊，路線中導入舒適的綠蔭環境、高品質的服務機能、趣味的設施設計滿足自行車騎士心理與生理愉悅的遊憩享受，除可提供騎乘中享受御風踩踏的樂趣，亦能活化自行車道沿線閒置空間，提升沿線景觀品質，有效整合串聯週邊景觀資源，帶動地區觀光產業發展。","","412","臺中市","66000","大里區","立善橋","","","24.09861","120.69409","2-3小時","","","","","","","","","","自行車道","",""
"254","1399","387300000H","乾溪自行車道"," 霧峰乾溪自行車道二期於106年8月完工，起點中正橋至終點大峰橋，自行車能讓觀光客深入台中大街小巷，是拚觀光最好的綠色交通工具。乾溪自行車道沿線有霧峰農會、林家花園、九二一地震教育園區、泉水埤生態園區、台灣省諮議會、光復新村、亞洲大學現代美術館等著名周邊景點為霧峰帶來更多觀光人潮。","","413","臺中市","66000","霧峰區","中正橋","","","24.06598","120.69434","1-1.5小時","","","","","","","","ChIJpdGyhFw7aTQRSw4W5-Pybjw","","自行車道","",""
"255","1428","387300000H","甲后自行車道","甲后稻香自行車道銜接后豐鐵馬道、甲后線自行車道—忘憂谷支線及濱海自行車道等，配合外埔忘憂谷一年四季不同的特殊景色，將自行車道地坪彩繪上忘憂谷在地作物，包括水稻、休耕期栽種的油菜花、小雛菊、向日葵、波斯菊等花卉，讓遊客了解在地特色；另也在堤頂專用道終點休憩觀景區設置造型廊架，拍照打卡猶如雜誌封面，更增添景點趣味性。六分路支線行經外埔區，銜接月眉西路自行車道，終點銜接甲后路主線，形成迴圈型路網。為臺中釀酒葡萄大宗產區，沿線酒莊遍布，可體驗葡萄樹下的浪漫餐酒饗宴，品嚐當季釀製葡萄酒。每到五月桐花季節時，騎腳踏車漫遊步賞美景，探索桐花幽徑。忘憂谷支線包括2公里長的堤頂自行車道。沿途可與鐵道共乘，欣賞溪底路水圳風光、忘憂谷美景等。終點銜接月眉觀光糖廠，全線皆為農田景觀與自然景觀。於磁瑤堤頂上溪谷視野一覽無遺，盡覽農村溪谷風光。壯闊花海與殷紅夕照為忘憂谷的二大景觀，十分適合騎乘。周邊串聯景點	大甲區：大甲鎮瀾宮、裕珍馨觀光工廠、大甲老街、鐵砧山風景區	外埔區：麗寶樂園、虎腳庄假日農夫市集、高鐵桐花步道、樹生酒莊（葡萄酒金牌獎）、桐花步道、忘憂谷	后里區：月眉糖廠、后豐鐵馬道、東豐自行車道綠廊、泰安鐵道園區","","421","臺中市","66000","后里區","大甲區、外埔區","","","24.31880551","120.6230569","","","","","","","","","ChIJyzi0vZYRaTQRdbwGYpcntws","","自行車道","",""
"256","1903","387300000H","綠空廊道","自豐原站一路往南串聯至大慶站，途中跨越豐原、潭子、北屯、東區、中區、南區6個行政區，10個站點，總長21.7公里，超越東豐及后豐自行車綠廊，成為台中最長的綠色廊道，提供民眾安全、順暢的綠色休閒環境。可自起點豐原車站出發，至終點約為大慶車站。豐原車站(臺中市豐原區中正路1-1號)大慶車站(臺中市南區樹德里7鄰大慶街2段130號)","","420","臺中市","66000","豐原區","臺中市豐原區中正路1-1號","","04-22289111","24.2541286","120.7230501","","","","","","","","","","","自行車道","",""
"257","25","387300000H","潭雅神綠園道","「潭雅神綠園道(0k~14k)」已投保公共意外責任險 玩賞攻略◼️全長約13.6公里◼️沿途四季風情植栽 沿途四季植栽展現不同風情：初春櫻花綻放、仲夏黃金雨如瀑飄落、入秋楓葉金黃飛舞，綠蔭隧道彷彿城市中的綠洲。平緩的路面坡度，適合親子一同騎乘，讓人在悠閒漫遊中放鬆身心，享受自然療癒的愜意旅程。利用原軍方舊鐵道神岡支線興建而成，從潭子區中山路起，經大雅區、神岡區，終點在大雅區忠義里的中科腹地，全長約13.6公里，目前潭雅神綠園道已連接到中部科學園區，與中科園區周邊自行車道相連接，成為當地民眾及遊客最佳的遊憩場所。紅圳頭義民祠位於神岡區庄前里，潭雅神綠園道5.25K處旁休憩景點，是往來遊客騎乘自行車必經之地，許多外地遊客會將義民祠誤為土地公廟，事實上這裡有著歷史走過的痕跡，也是當地具有祭奠、紀念價值意義的景點。而義民祠周邊田園景緻風光美，加上潭雅神綠園道自行車步道和人行步道設施佳，成為當地居民最喜歡悠閒散步的地方。乾隆十二年(1747)葫蘆墩圳開發完成，灌溉區域概括今日之豐原、神岡、潭子、大雅、北屯及西屯等地，水利既興，農墾日進，閩粵移民沿其流域集結村落。當時，東至打蘭溝(今橫山圳)，西至浮圳，計有三支線分流，分別為頭條(浮圳)、二條(中央圳)，三條(橫山圳)，即今神岡、左前、山皮村等地，其流域延伸至大雅，至今尚稱為「紅圳溝」，因初闢時，其地為紅土壤而得名，並為紅圳頂端，而稱「紅圳頭」。乾隆五十一年(1786)林爽文之役，北庄客家人以李橋基為首，組成鄉勇保護鄉里，而鄰近「紅圳頭」福佬人(閩南)聚落抵擋不住，死傷不計其數，屍骨據傳就埋在義民祠下方的土堆，滄桑幾歷，從此「紅圳頭」遂成歷史陳跡。「紅圳頭義民祠」於2006年6月動土建置年底完工，周邊景觀另於2020年7月改善完成，主神為義民爺。潭雅神綠園道自行車路線潭子站(起點)→筱雲山莊→萬興宮→社口林宅→大雅區市民農園(大雅國際花市)→清泉崗空軍基地→大雅中科公園(終點)租車資訊：位於「潭雅神綠園道」附近“崇德路”與“大豐路”交叉路口旁、“承德路”及戰車公園附近皆可找得到出租單車的店面。停車資訊：	潭子火車站附設停車場(收費)，地址：台中市潭子區潭興路與鐵路高架橋交叉下方，座標：24.21147884741923, 120.70571188308473	城市車旅停車場(收費)，地址：台中市潭子區人和路39-87號，座標：24.2178161347044, 120.70760559739313	台灣聯通停車場(收費)，地址：台中市潭子區雅潭路一段99巷2號，座標：24.216563697319152, 120.70249867184354	寶雄漁業碼頭停車場(收費)，地址：台中市潭子區中山路三段11號，座標：24.220336112685576, 120.70599804643462	和平場站(免付費)，座標：24.256788270090315, 120.64688322658249	大雅中科公園(免付費)  ，座標：24.22030841840061, 120.61840958084991 ","","427","臺中市","66000","潭子區","中山路三段1-2號","","04-25152575","24.23280421","120.6944408","2-4小時","","路況屬於平坦路段、騎乘時舒適度佳，沿途可以體驗潭子區的美景，車道兩旁栽植著不同充滿綠意的樹種，適合一般大眾攜家帶眷在此騎車及紓解壓力。","由國道1號中清交流道下，往大雅方向至清泉崗機場前即可到達。由國道1號中清交流道下，往市區方向至文心路左轉直行，至崇德路左轉直行往豐原區方向，至崇德路自行車專用路橋即可到達。由國道1號中清交流道下，往市區方向至文心路左轉直行，至中山路左轉直行往豐原區方向，至潭子加工區入口處旁即可到達。","國道一號大雅交流道下→走中彰快速道路經雅潭路到潭子。","1.潭子火車站附設停車場(收費)，地址：台中市潭子區潭興路與鐵路高架橋交叉下方，座標：24.21147884741923, 120.705711883084732.城市車旅停車場(收費)，地址：台中市潭子區人和路39-87號，座標：24.2178161347044, 120.707605597393133.台灣聯通停車場(收費)，地址：台中市潭子區雅潭路一段99巷2號，座標：24.216563697319152, 120.702498671843544.寶雄漁業碼頭停車場(收費)，地址：台中市潭子區中山路三段11號，座標：24.220336112685576, 120.705998046434625.和平場站(免付費)，座標：24.256788270090315, 120.646883226582496.大雅中科公園(免付費)，座標：24.22030841840061, 120.61840958084991","","","ChIJDfFZfkYXaTQRJxvCWohoeXk","步道","自行車道、戶外運動","","體育健身類"
"258","89","387300000H","后豐鐵馬道","「后豐鐵馬道(0k~5.8k)」已投保公共意外責任險 「后豐鐵馬道」路段由原來的臺鐵舊山線整建，沿途景觀多樣化，除了青翠田園與寧靜的鄉村景緻外，還有雄偉壯觀的花梁鋼橋，橫跨在大甲溪寬廣的溪谷上。后豐鐵馬道招牌「花梁鋼橋」建於日治時代(明治41年) 1908年完工，其下部結構是混凝土砌塊石沉箱，橋座是磚角石構成，為罕見之交通工藝品。站在遠處觀望，立即能感受到它的氣勢雄偉。「花梁鋼橋」亦處臺鐵舊山線最南端的景點，全長382公尺，每兩個橋墩上都有一組俗稱花梁的鋼製桁架，為結合力與美的工程作品。鐵馬道路段上會經過花梁鋼橋 可以眺望遠方的高山與流水。「后豐鐵馬道」另一個熱門景點——「9號隧道」，亦建於西元1908年，全長1.2公里，是臺鐵舊山線最長的一座隧道，隧道南口由日治時代第5任總督佐久間左馬太題字『氣象雄深』，隧道北口為民政長官後藤新平題字『潛行不窒』。「后豐鐵馬道」除了可欣賞大甲溪沿岸風光，景色絕佳，以及特殊的隧道穿越經驗，一個接一個的景觀盛宴，讓這趟悠閒的單車之旅，既豐富又令人驚豔。自行車道也與13.6餘公里的「東豐自行車綠廊」相接，形成總長19公里的自行車道，各路段有不同的風景特色，相信足以讓民眾充分享受乘騎自行車的樂趣。東豐鐵路綠色走廊是全國第一條由舊鐵道活化再利用的自行車專用道，也是國內唯一封閉型的自行車專用道，沿途風光明媚、景色宜人，田園、樹蔭相伴，沒有車輛干擾，充滿騎乘樂趣，找一天好氣，騎上單車，綠色的大甲溪等著你去體驗。 ","9號隧道開放時間：夏令時期06:00~19:00；冬令時期06:00~18:00","420","臺中市","66000","豐原區","國豐路三段","","04-25724511","24.27231","120.74082","2-3.5小時","","1. 建議夏日攜帶傘、帽，注意防曬，冬季攜帶防風外套。2. 自行車道起點、終點皆有自行車出租。","由國道1或3號接國道4號，由豐原交流道下左轉，沿臺13線至馬場路(寺山路)右轉直行至后里馬場前即可到達。由國道1或3號接國道4號，由豐原東勢交流道下廻轉，沿國道4號橋下約50公尺可到達。","火車：搭乘火車到后里站下車，改搭乘往豐原的豐原客運，在后里馬場下車。公車：可於台中火車站前、豐原火車站、統聯豐原站搭乘豐原客運，往大甲班車，可於「后里馬場」下車即可。","適合開車，附近停車位多。","","","ChIJAQAAQBM9aTQRXASVVs5t3aI","販賣部、停車場、公廁、步道、公車站","自行車道、戶外運動","","遊憩類"
"259","785","387300000H","旱溪親水式自行車道","「旱溪西路自行車道-東區自由路橋至東門橋」、「旱溪東路自行車道-松竹2號橋至聚興橋段」已投保公共意外責任險本自行車道沿旱溪東路設置，橫跨大里、太平、北屯、潭子、豐原等五個行政區，由於經過許多路口，因此設有自行車道專用之號誌燈，自行車道前半段部份路段則由橋下經過，沿途公共設施包括：休憩座椅、自行車架、導覽牌、護欄、里程標示、休憩節點、反光設施、路燈、自行車道專用號誌燈等；主要植栽包括：大花紫薇、臺灣欒樹、小葉欖仁、馬纓丹、七里香等。民眾騎單車往北經過育英橋、樂業橋，沿途也因為靠近偏郊、車流量減少，每個路口都有的單車形狀交通號誌，且穿越十字路口也有明顯的單車路線指示。經過自由路橋後，自行車道的圍牆有著顯眼的塗鴉牆，穿越精武橋的單車道則轉入水岸邊，此後，自行車道與通車路線隔離開來，成為親水路線的封閉式車道。此外，位在旱溪東路與振興路口，還有旱溪夜市，每週二、四、五、六晚上都可湧入2至3萬人次，裡頭約有300多個攤位，吃喝玩樂應有盡有，歡迎車友們來一『騎』來逛夜市。","","406","臺中市","66000","北屯區","旱溪東路","","","24.1727489","120.7090401","1-3小時","","1. 來這條穿越城市的路線，沿途都有商店，因而不需要準備太多補給品。2. 在夏日晨跑或黃昏練跑，輕裝上陣即可。3. 附近無租車點，建議自備單車，開車至東門橋附近於旱溪沿線停車後，從旱溪東路一段南端往北騎行。","1. 從交流道方向來：國道一號大雅交流道下，走環中路，右轉松竹路，右轉旱溪東路直行。2. 從中港路方向來：文心路往北邊走，接東山路，右轉旱溪東路直行。3. 從火車站方向來：台中火車站後站復興路往北直行，振興路右轉，過東門橋即可到達。","1. 搭乘 72、77 路台中市公車於軍福十九路 [葳格高中] 站下車。由中港路台灣大道周邊搭乘至此約需40~50分鐘。2. 搭乘 1、15、16、21、31、68、85、203、270、271、276、277 路台中市公車於東山路一段 [水景頭] 站下車，再由水景街往北走至旱溪東路葳格高中附近區域，步行時間約5~10分鐘。3. 搭乘 53 路台中市公車於東山路一段 [三和里] 站下車，由東山路接旱溪東路往北走至葳格高中附近區域，步行時間約15~20分鐘。","路邊停車。","","","ChIJJxfG4_AXaTQRq2DOJE0wrDQ","公車站","自行車道、戶外運動","","體育健身類"
"260","1849","387300000H","臺中市136線自行車道","臺中市136線自行車道，全程皆為山路，陡坡、狹彎路段多，富挑戰性，適合經驗老道的自行車友。太平蝙蝠洞原為太平林家為了灌溉農田而開鑿的人工灌溉渠道，附近的蝙蝠洞登山步道保留了原始自然山林風貌，為多種昆蟲、動植物棲息地。太平赤崁頂路段爬坡困難，但也增添許多攻頂後的成就感，可由此俯瞰山間美景。","","411","臺中市","66000","太平區","","","","24.13169301","120.7377465","","","","","","","","","EiHlj7DngaPlj7DkuK3luILlpKrlubPljYAxMzbnuKPpgZMiLiosChQKEgklQFo8wCNpNBFgiFyNT60kIRIUChIJlbVybVIiaTQRC0WRiBgf30s","販賣部、停車場、公廁、公車站","自行車道、戶外運動","",""
"261","1854","387300000H","環河自行車道","環河自行車道全長118.4公里，以環狀路線串聯臺中市區及河岸多個自行車道，其中包括烏溪、大里溪、旱溪、大甲溪、筏子溪等等。建議視自身體力斟酌是否騎完全程，或者以環河自行車道為連通道，規劃多日鐵馬減碳遊程，體驗完整、在地臺中魅力。注意事項路途較長，建議自行斟酌時間及體力。敬請遵守公園公告注意事項，共同維護公園生態及公共設備。","","414","臺中市","66000","烏日區","","","","","","","","","","","","","","","停車場、公廁","自行車道、戶外運動","",""
"262","1855","387300000H","環島1號線（臺中段）","環島1號線（臺中段）全長42.9公里，途中騎經大安溪橋、大甲溪大橋等等，乘風體會西臺灣水岸壯闊景緻，此路途較長，建議自行斟酌時間及體力。大甲區鎮瀾宮為全臺最知名的媽祖廟之一，已有二百多年歷史，全年香火鼎盛、信徒絡繹不絕，加上每年農曆三月舉辦的遶境出巡，已是世界級的宗教盛事，吸引國內外遊客前來參與，是大甲最具代表性的景點之一。鐵砧山位於臺中市大甲區東北方，總面積有五十多甲，清領時期即以「鐵砧晚霞」名列台灣十二景之一。風景區內有劍井、國姓廟等人文古蹟；提倡藝術生活化的雕塑廣場等等，近年更以親子共融、人文歷史、自然景觀及運動野營為主題成為假日熱門景點。如進入大甲鐵砧山風景區，敬請遵守風景區公告注意事項，共同維護自然生態及公共設備。","","437","臺中市","66000","大甲區","","","","24.4325045","120.631645","","","","","","","","","","停車場、公廁","自行車道、戶外運動","",""
"263","129","387300000H","東光園道","台中市氣候宜人，擁有獨一無二的園道系統，近年來更大力推廣自行車專用道，整合不同生活機能，規劃兼具人文、感性、觀光等主題的自行車道。東光園道自行車道屬台中市環市休閒自行車道的一部分，此段騎乘路線從太原車站出發，沿著縱貫鐵道乘風追火車。接著轉入旱溪老街區，被譽為四大媽祖廟之一的樂成宮就坐落於此。樂成宮擁有多年的悠久歷史，是市定古蹟。騎在東光園道，有四季翠綠的小葉橄欖遮蔭，因樹木都很高大，樹蔭覆蓋面積廣，是整段環市休閒自行車道中，最涼爽舒適的一段。東光園道自行車道非常適合親子遊，此外，更引領著單車騎士們騎到大智公園及東峰公園。穿越高大聳立的黑板樹林，即可通往中興大學。","","401","臺中市","66000","東區","北起東光園道446-1號前，南至忠明南路","","04-22289111","24.13681","120.69671","1-2小時","","東光園道自行車道的起點台鐵太原站，設有自行車租賃點，不妨來個兩鐵小旅行吧。","臺中火車站前建國路，接台中路左轉復興路四段接復興東路，過建成路即達東光路。臺中火車站前新民街直走接南京路，右轉建成路再左轉復興東路，直行即達東光路。","臺中客運36、100、103、107可達 。","路邊停車格。","","","ChIJgfDC9Dg9aTQRyJmwVb_F12E","步道、無障礙坡道、無障礙停車位","自行車道、戶外運動、無障礙景點","","遊憩類、體育健身類"
"264","1355","387300000H","臺中市濱海自行車道ˍ大甲段","全長約12.1公里。 位於大甲區濱海之自行車道，沿途欣賞海岸風光及濕地生態，寓教於樂，適合親子同遊。","","437","臺中市","66000","大甲區","臺中濱海自行車道－大甲段","","","24.41975","120.60969","0.5-1小時","","","","","","","","","無障礙坡道","自行車道、無障礙景點","",""
"265","3","387300000H","柳原教會","柳原教會為臺灣基督長老教會於日治大正4年(1915)，依梅甘霧（Rev.Campbell N. Moody）牧師提供的英國教會圖樣所興建，隔年(1916)10月竣工。戰後，在舊教堂南側增建新聖殿，民國87 年（1998）又大興土木，完成地下停車場、主日學教室、辦公室、牧師館等。 柳原教會舊教堂為簡單的長方形平面，屬於早期基督教教堂的基本型式，稱為「巴西里卡」（Basilica）平面，其造價低廉，採光良好，視線絕佳。民國91年（2002）市府以其為中部最早創立之長老教會建築名作，見證本地區百年教會發展史，亦為臺灣歷史建築保存及再利用之佳例；保存區右側及後側之建築物，分別為1970年代及2000年代所加建，全區見證教會分為三期的百年發展空間歷程，公告登錄為歷史建築。以上文字轉載自臺中市文化資產處。","依活動而定","400","臺中市","66000","中區","興中街119號","","04-22222749","24.1461561","120.6811681","1-2小時˙","","","* 南下：中清路交流道下，往台中市區走中清路接大雅路接公園路，至興中街左轉。* 北上：中港路交流道下，往台中市區走台中港路（臺灣大道），至五權路左轉，至公園路右轉，至興中街左轉。","公車站牌臺中公園（三民路）> 台中客運100路，台中客運41路光復國小（三民路）> 巨業168路仁愛醫院（中正路）> 台中客運146路臺灣體大游泳池 > 統聯50路中興堂 >全航58路","","","","","公共電話、公車站","宗教寺廟","","文化類"
"266","109","387300000H","紫雲巖","主祀觀世音菩薩的紫雲巖，建於清康熙年間，三百年來多次翻修整建，民國六十一年至民國六十九年歷經八餘年的擴大重建工程完成後，煥然一新。在地人習慣稱紫雲巖為「觀音亭」，是中部地區重要的信仰中心之一，並興建文化大樓結合宗教、文化、觀光等，成為清水知名的景點。紫雲巖的正中央為好幾落的大殿，左右各有一座三層樓的鐘樓，琉璃瓦閃耀的光芒，層層相疊，直伸殿後，正殿主祀觀世音菩薩，為二層樓建築，令人目炫的藻井裝飾，使廟貌顯得富麗堂皇。文化大樓的外觀具有中國傳統風格與宗教氣息，設有閱覽室、廟史館、藝文活動中心、圖書館、書報期刊室、兒童室、大禮堂及香客房等設施。由正殿向後面走，有一座小花園，園內奇石假山、小橋流水、繁花異木處處，設計匠心獨運，園中並立有乾隆43年所遺古碑一座，為廟中古物之一。名聞遐邇的紫雲巖，吸引許多外來客遠道而來參拜，不論是假日或平日，香客總是絡繹不絕。 ","","436","臺中市","66000","清水區","大街路206號","","04-26225500","24.27112","120.57929","1-2小時","","宗教場所請勿大聲喧嘩。","由北南下，開車者可由高速公路中清交流道下，往清水方向走即可達，或由台1線省道轉入市區。","","內有停車場。","http://www.tzuyunyen.org.tw/","","ChIJbWx0qoATaTQRa87VwTYEB8o","公共電話、停車場、公廁、公車站","宗教寺廟","","廟宇類"
"267","144","387300000H","張家祖廟","張家祖廟於日治時期（明治37年）興建，二戰以後，歷經幾次大修，現存的臺中張家祖廟坐西朝東，是一座兩進兩廊四護龍的四合院祠宇建築。祖廟前有寬廣的前埕及半月形的門口塘，建築格局與中部地區的傳統民居似，建築本體以中軸線左右作法各有不同最具特色。以上文字資料取自臺中市文化資產處。","周一公休周二至周日開放上午 9：00-12：00下午13：00-17：00","407","臺中市","66000","西屯區","安和路111 號","","04-23582805","24.17611","120.62205","0.5-1小時","","參觀民眾請由福星路與福星北路交叉T字路口旁張廖家廟廣場小公園進入。","由中港交流道下高速公路，往臺中港方向，安和路左轉，直行即可抵達。","臺中客運22、27、47、48、103、106、108線或仁友客運38、39線可以抵達。","","http://www.tchac.taichung.gov.tw/building?uid=33&pid=7","","ChIJnRvvif89aTQR3MYrM4OW28M","","宗教寺廟","","廟宇類"
"268","161","387300000H","台中城隍廟","城隍爺是民眾的信仰中心。城隍爺奉祀城隍尊神、關聖帝君、註生娘娘、城隍夫人、天上聖母、福德正神、文昌帝君、文 判官、武判官、謝將軍、范將軍、牛爺、馬爺、陰陽司公。城隍爺原由前清台中知縣黃承乙於光緒十年公元一八八四年建於本市東區樂業里，即今台中糖廠廠址。 甲午戰爭後台灣蒙塵，原廟址被日人改建為糖廠，神位經播遷者再。民國十年，由林子瑾、吳子瑜、林焰墩、林祖藩、賴慶炎、林澄坡等仕紳發起，在台中市南區合作街九十四巷五十號重建新廟，以迄至今。台中市城隍廟所奉祀的城隍爺是管理原省轄臺中市的地方官，由於民間的信仰篤定虔誠，城隍廟至今香火仍非常鼎盛，而每年農曆六月十五日則為城隍爺的祭典日，也是當地宗教盛事，廟方會舉行隆重的祝壽祭典。從農曆六月初起，廟中便湧入從各地而來的大批香客，除了祭典，也會有遊行、演戲等民俗活動，因此，廟前的戲台也會鑼鼓喧天上演酬神的戲碼，呈現一番熱鬧景象。","週一 至週日06:00~20:00","402","臺中市","66000","南區","合作街94巷50號","","04-22875350","24.1285411","120.6812482","1-2小時","","宗教場所請勿大聲喧嘩。","臺中後火車站復興路西行，至合作街左轉，至建成路前即可抵達。","可搭臺中客運31、32、36、100、103、107、108、135至臺中路下車。","附停車場。","https://www.facebook.com/profile.php?id=100064467138896","","ChIJz9gHTRo9aTQRyC2LSjz_mT4","停車場、公廁、公車站","宗教寺廟","","廟宇類"
"269","162","387300000H","慈善寺","全台聞名的佛剎─台中慈善寺，前身為慈善堂，建於光緒十八年，也是清末台中市的佛教道場之ㄧ。光復後的台中佛教，日本宗派撤離，中國大陸佛教傳入。台中佛教進進入另一嶄新局面。1955年慈善堂改名慈善寺，在善智、律航、廣化、振光諸師的相繼住持之下，寺務漸興。慈善寺建廟歷史悠久，民國五年日據時期由林通等地方人士創建「慈善堂」，迄台灣光復後，由律航法師主持，從事整頓，樹立道風，以持戒念佛為宗旨，為慈善寺建立深厚基礎。民國五十二年振光法師接任住持，發願整頓老舊佛寺，經多方奔走募款，完成大雄寶殿、安老院、華藏塔等工程，慈善寺規模初具，民國六十年並舉行第一屆護國千佛大戒，此乃佛門盛事，儀式莊嚴隆重盛況空前。民國七十三年，慈善寺再度翻修，擴建講堂、齋堂、寮房等多項建設，歷經二十年的努力，振光法師銳意革新發揚光大，建築宏偉的慈善寺已成為全台知名的莊嚴佛剎。民國八十年，惠空法師成立「財團法人台中慈善寺文教基金會」，創辦佛學院與台中觀音線，以慈悲為懷的精神加入社會服務行列。民國八十七年成立「財團法人台灣省台中市慈善寺」，民國九十年由宏燦法師接任董事長，除推動寺務並廣開善門，在講堂推廣藝文活動，走入社區與民眾結緣。慈善寺寺貌，壯觀雄偉，庭園風光雅致，環境清幽，儼然成為北屯地區郊遊觀光之勝地。近年來在宏燦法師的主持下，積極走入社區，推廣書法、鋼琴、插花等課程，並以入世精神與民眾結緣。","週一至週五08:30–11:30、14:00–17:00，週六日公休","406","臺中市","66000","北屯區","天津路四段198號","","04-22337182","24.1686506","120.6907657","1-2小時","","","由中清交流道下高速公路，網市區方向直行至文心路左轉，昌平路右轉即可抵達。","臺中客運14、34線，仁友客運3線可以抵達。","","","","ChIJg-xkbecXaTQRA6O7ovpLVQc","觀景台","宗教寺廟","","廟宇類"
